algorithm,model_variant,population,feature_set,transformed_feature,coefficient,absolute_coefficient_rank,selection_reason
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17535,-0.574383721292214,1822,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17543,-0.899978181557864,780,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17550,-0.932685545670449,695,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17554,1.1180759073138806,412,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17561,-1.3936746184436462,213,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17567,-0.41213862810225743,2628,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17571,-0.21351956056376314,3960,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17577,-0.14885316180769767,4390,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17579,0.841397393752152,927,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17586,-0.03289520045932192,5218,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17594,-1.080882805780625,467,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17602,-0.6211221907696517,1611,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17633,0.32789283036563477,3172,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17660,0.43931003103710736,2475,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17681,-0.7682374472861154,1096,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17691,-0.2523627869487279,3678,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17701,0.36103487811852925,2956,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17708,0.0009412544814358886,5471,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17720,-0.14039812807256527,4451,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17726,-0.3403772461783701,3088,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17730,-0.4220291679323191,2563,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17743,-0.34928615972452803,3026,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17768,0.7808382568687997,1072,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17812,1.3172450893573433,251,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_17850,0.18809634795315874,4146,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18012,-0.6222896376665319,1602,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18155,-0.39746344753203233,2721,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18183,-0.49609673346538796,2184,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18234,0.5777938121042081,1807,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18238,0.20372193688178253,4032,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18262,0.20973170612993394,3988,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18267,-0.5796730450490004,1802,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18278,0.18288125130306515,4181,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18284,-0.4769412339650009,2282,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18286,-0.16329446218569998,4296,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18289,0.21370569327576983,3958,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18291,-0.3173377340178446,3241,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18293,-0.566859382966927,1846,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18296,-0.16275463821728306,4301,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18298,-0.31466773285327887,3254,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18300,-0.24171655352962665,3767,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18304,-0.22189686386973453,3897,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18308,-0.46924705643973846,2324,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18310,0.7143521251215217,1257,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18311,-0.13469704616067982,4487,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18316,-0.7073774781941758,1283,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18323,-0.4144033712558698,2612,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18328,0.6772230655355747,1388,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18330,-1.1373756139978002,398,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18332,1.2304294930942692,315,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18338,-0.6988541770883028,1318,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18345,-0.11905104340206099,4576,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18347,-0.054447395202954406,5064,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18354,-0.2228530681953144,3887,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18356,-0.1866603948906373,4154,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18358,-0.9901823574270069,587,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18361,-0.21435061552861182,3949,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18363,-0.04636674836139133,5131,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18365,-0.32523526853553725,3187,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18370,-0.23711037029865425,3793,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18372,-0.05871522338561676,5031,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18380,0.8463260983539515,919,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18387,0.19471625773721946,4102,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18393,-0.12873195235996415,4520,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18395,-0.10073910198817641,4717,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18399,-0.05734378102078427,5043,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18401,0.3025513029036542,3326,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18403,-0.17374899304337463,4227,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18405,-0.16341575871337008,4294,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18412,-0.5346585563583193,1982,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18414,-0.003590366376892294,5450,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18418,-0.10456176673845081,4684,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18425,0.7993969486410097,1016,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18434,-0.8290251780457615,947,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18444,0.21148227174936324,3975,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18446,-0.5451284208576475,1938,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18450,0.3464450734634044,3050,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18458,0.6936738680024485,1329,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18466,0.0855187756199506,4818,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18470,-0.6743345238688392,1396,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18475,-0.07462206497963923,4890,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18481,0.052482411341482724,5081,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18488,-0.01178789616053493,5383,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18494,0.4300626113150952,2523,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18501,-1.1133494152855572,421,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18505,-0.1990429929845765,4071,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18511,0.4201028009392379,2577,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18513,-0.5067779520884821,2128,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18515,0.890136976523985,809,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18517,-0.7912125050825578,1046,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18519,0.44491746286512257,2444,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18525,0.8921206881816155,798,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18531,-0.177698969110306,4206,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18533,0.39515707782694615,2736,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18535,0.11999973569160177,4569,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18537,-0.05747499629560975,5041,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18543,0.02945350681804506,5249,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18549,-0.2934632537437288,3384,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18552,-0.3879597643861791,2777,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18560,-0.3063366340711428,3303,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18561,-0.1484393439706041,4395,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18567,0.03398056356088118,5202,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18575,-0.03818579155410313,5178,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18612,0.470259793763161,2317,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18650,-0.19264926341071584,4117,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18706,0.0400623842315999,5170,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18714,-0.26308767722998977,3601,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18718,0.41019385747591597,2640,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18752,-0.40941117758155177,2647,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18760,0.5186293292343515,2055,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18766,-0.8198361857996663,967,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_18862,0.27823281795014365,3492,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_20001,1.7191018526881308,98,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_20002,-0.10143257807720812,4708,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_20003,-0.28249096132139234,3466,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_20008,0.2114908993732901,3974,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_20009,0.9204004344199351,720,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_20011,0.1579441919179191,4329,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_20012,-1.0535632350519566,511,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_20013,-1.3777035376084763,226,interpretable_term
LogisticRegression,balanced,Global,M3,categorical__prefecture_id_20016,-0.5183739396171222,2057,interpretable_term
